Chemical formula,Tolerance factor,Lowest distortion,Stability [eV/atom],Label
NaKO3,0.71,cubic,1.51,0
NaLaO3,0.81,orthorhombic,0.13,0
NaLiO3,0.92,orthorhombic,0.09,0
NaLuO3,0.88,rhombohedral,0.40,0
NaMgO3,0.93,cubic,0.68,0
NaMnO3,0.98,orthorhombic,0.25,0
NaMoO3,0.99,cubic,0.01,1
NaNbO3,0.97,orthorhombic,0.02,1
NaNdO3,0.83,cubic,0.55,0
NaNiO3,1.00,orthorhombic,0.43,0
NaNpO3,0.88,orthorhombic,-0.09,0
NaOsO3,1.01,orthorhombic,-0.02,1
NaPaO3,0.86,orthorhombic,-0.32,0
NaPbO3,0.83,orthorhombic,0.19,0
NaPdO3,0.92,orthorhombic,0.18,0
NaPmO3,0.83,cubic,0.53,0
NaPrO3,0.85,cubic,0.55,0
NaPtO3,0.96,orthorhombic,0.10,0
NaPuO3,0.89,orthorhombic,-0.08,0
NaRbO3,0.68,orthorhombic,0.25,0
NaReO3,1.00,cubic,0.01,1
NaRhO3,0.99,orthorhombic,0.09,0
NaRuO3,1.01,orthorhombic,0.05,0
NaSbO3,0.99,orthorhombic,0.09,0
NaScO3,0.92,orthorhombic,0.35,0
NaSiO3,1.10,orthorhombic,0.29,0
NaSmO3,0.84,orthorhombic,0.19,0
NaSnO3,0.95,orthorhombic,0.24,0
NaSrO3,0.77,cubic,0.96,0
NaTaO3,0.97,orthorhombic,-0.09,0
NaTbO3,0.88,orthorhombic,0.20,0
NaTcO3,0.99,cubic,-0.25,0
NaTeO3,0.91,orthorhombic,0.08,0
NaThO3,0.85,orthorhombic,0.27,0
NaTiO3,0.94,cubic,0.14,0
NaTlO3,0.76,cubic,0.58,0
NaTmO3,0.84,orthorhombic,0.41,0
NaUO3,0.92,orthorhombic,0.00,1
NaVO3,1.02,tetragonal,0.21,0
NaWO3,0.98,cubic,-0.03,0
NaYO3,0.86,orthorhombic,0.19,0
NaYbO3,0.84,orthorhombic,0.20,0
NaZnO3,0.93,cubic,0.58,0
NaZrO3,0.93,orthorhombic,0.19,0
NbAcO3,0.61,rhombohedral,0.27,0
NbAgO3,0.70,orthorhombic,0.18,0
NbAlO3,0.77,cubic,0.75,0
NbAsO3,0.76,cubic,1.56,0
NbAuO3,0.66,cubic,2.12,0
NbBO3,0.91,cubic,1.31,0
NbBaO3,0.56,orthorhombic,0.33,0
NbBeO3,0.84,cubic,0.85,0
NbBiO3,0.72,cubic,1.89,0
NbCaO3,0.64,rhombohedral,0.35,0
NbCdO3,0.65,orthorhombic,0.39,0
NbCeO3,0.62,cubic,2.09,0
NbCoO3,0.75,cubic,1.25,0
NbCrO3,0.74,orthorhombic,0.22,0
NbCsO3,0.50,orthorhombic,0.10,0
NbCuO3,0.77,rhombohedral,0.12,0
NbDyO3,0.65,cubic,1.68,0
NbErO3,0.65,cubic,1.60,0
NbEuO3,0.64,orthorhombic,0.35,0
NbFeO3,0.73,cubic,1.28,0
NbGaO3,0.74,orthorhombic,0.43,0
NbGdO3,0.64,cubic,1.77,0
NbGeO3,0.80,cubic,1.21,0
NbHfO3,0.73,cubic,1.04,0
NbHgO3,0.61,orthorhombic,0.32,0
NbHoO3,0.65,cubic,1.64,0
NbInO3,0.68,orthorhombic,0.52,0
NbIrO3,0.76,cubic,1.78,0
NbKO3,0.55,rhombohedral,0.62,0
NbLaO3,0.62,rhombohedral,0.41,0
NbLiO3,0.70,orthorhombic,0.10,0
NbLuO3,0.66,cubic,1.48,0
NbMgO3,0.72,cubic,1.27,0
NbMnO3,0.73,cubic,1.22,0
NbMoO3,0.76,cubic,1.14,0
NbNaO3,0.63,orthorhombic,0.21,0
NbNdO3,0.63,cubic,1.98,0
NbNiO3,0.75,cubic,1.31,0
NbOsO3,0.78,cubic,1.67,0
NbPaO3,0.66,cubic,1.14,0
NbPbO3,0.71,rhombohedral,0.49,0
NbPdO3,0.77,cubic,1.77,0
NbPmO3,0.65,cubic,1.85,0
NbPrO3,0.69,cubic,2.03,0
NbPtO3,0.74,cubic,1.90,0
NbPuO3,0.69,orthorhombic,0.34,0
NbRbO3,0.52,orthorhombic,0.14,0
NbReO3,0.76,cubic,1.44,0
NbRhO3,0.72,cubic,1.61,0
NbRuO3,0.77,cubic,1.53,0
NbSbO3,0.69,cubic,1.58,0
NbScO3,0.70,cubic,1.21,0
NbSiO3,0.86,cubic,1.10,0
NbSmO3,0.63,cubic,1.88,0
NbSnO3,0.74,orthorhombic,0.36,0
NbSrO3,0.59,orthorhombic,0.32,0
NbTaO3,0.75,cubic,0.90,0
NbTbO3,0.72,cubic,1.72,0
NbTcO3,0.77,cubic,1.37,0
NbTeO3,0.65,cubic,1.79,0
NbThO3,0.66,cubic,1.62,0
NbTiO3,0.77,cubic,0.88,0
NbTlO3,0.65,rhombohedral,0.65,0
NbTmO3,0.66,cubic,1.55,0
NbUO3,0.68,cubic,1.36,0
NbVO3,0.78,cubic,0.98,0
NbWO3,0.75,cubic,1.12,0
NbYO3,0.65,cubic,1.68,0
NbYbO3,0.66,orthorhombic,0.28,0
NbZnO3,0.72,cubic,1.46,0
NbZrO3,0.73,cubic,1.11,0
NdAcO3,0.75,cubic,1.23,0
NdAgO3,0.88,orthorhombic,0.08,0
NdAlO3,0.98,rhombohedral,-0.03,0
NdAsO3,0.96,cubic,0.56,0
NdAuO3,0.81,orthorhombic,0.08,0
NdBO3,1.14,cubic,0.87,0
NdBaO3,0.69,orthorhombic,0.29,0
NdBeO3,1.03,cubic,0.35,0
NdBiO3,0.78,cubic,0.84,0
NdCaO3,0.79,cubic,0.83,0
NdCdO3,0.81,cubic,0.60,0
NdCeO3,0.86,cubic,1.05,0
NdCoO3,0.94,orthorhombic,0.00,1
NdCrO3,0.94,orthorhombic,-0.07,0
NdCuO3,0.98,orthorhombic,0.07,0
NdDyO3,0.82,cubic,0.65,0
NdErO3,0.83,cubic,0.58,0
NdEuO3,0.81,cubic,0.91,0
NdFeO3,0.93,orthorhombic,-0.04,0
NdGaO3,0.94,orthorhombic,0.00,1
NdGdO3,0.81,cubic,0.73,0
NdGeO3,1.01,orthorhombic,0.21,0
NdHfO3,0.93,orthorhombic,0.15,0
NdHgO3,0.75,cubic,0.69,0
NdHoO3,0.82,cubic,0.61,0
NdInO3,0.86,orthorhombic,0.01,1
NdIrO3,0.96,orthorhombic,0.09,0
NdKO3,0.68,orthorhombic,0.45,0
NdLaO3,0.78,cubic,1.03,0
NdLiO3,0.88,orthorhombic,0.31,0
NdLuO3,0.84,orthorhombic,0.02,1
NdMgO3,0.89,orthorhombic,0.19,0
NdMnO3,0.93,orthorhombic,0.00,1
NdMoO3,0.95,orthorhombic,0.21,0
NdNaO3,0.78,cubic,0.83,0
NdNbO3,0.94,orthorhombic,0.20,0
NdNiO3,0.95,orthorhombic,0.04,0
NdNpO3,0.84,cubic,0.80,0
NdOsO3,0.96,cubic,0.55,0
NdPaO3,0.82,cubic,0.67,0
NdPbO3,0.90,cubic,0.82,0
NdPdO3,0.97,orthorhombic,0.05,0
NdPmO3,0.80,cubic,0.87,0
NdPrO3,0.87,cubic,0.99,0
NdPtO3,0.92,cubic,0.54,0
NdPuO3,0.85,cubic,0.83,0
NdRbO3,0.65,cubic,1.64,0
NdReO3,0.93,cubic,0.55,0
NdRhO3,0.98,orthorhombic,-0.06,0
NdRuO3,0.97,orthorhombic,0.04,0
NdSbO3,0.88,cubic,0.76,0
NdScO3,0.88,orthorhombic,-0.02,1
NdSiO3,1.06,cubic,0.61,0
NdSmO3,0.80,cubic,0.83,0
NdSnO3,0.93,cubic,0.62,0
NdSrO3,0.73,cubic,1.14,0
NdTaO3,0.94,orthorhombic,0.32,0
NdTbO3,0.90,cubic,0.69,0
NdTcO3,0.95,orthorhombic,0.11,0
NdTeO3,0.82,cubic,0.89,0
NdThO3,0.83,cubic,0.82,0
NdTiO3,0.97,orthorhombic,0.02,1
NdTlO3,0.83,orthorhombic,0.05,0
NdTmO3,0.83,cubic,0.54,0
NdUO3,0.85,cubic,0.80,0
NdVO3,0.93,orthorhombic,-0.07,0
NdWO3,0.95,cubic,0.59,0
NdYO3,0.82,cubic,0.65,0
NdYbO3,0.83,cubic,0.73,0
NdZnO3,0.89,orthorhombic,0.16,0
NdZrO3,0.92,orthorhombic,0.16,0
NiAcO3,0.56,rhombohedral,0.33,0
NiAgO3,0.60,orthorhombic,0.24,0
NiAlO3,0.73,cubic,0.85,0
NiAsO3,0.80,cubic,1.00,0
NiAuO3,0.60,cubic,0.99,0
NiBO3,0.85,cubic,1.37,0
NiBaO3,0.51,orthorhombic,0.37,0
NiBiO3,0.61,orthorhombic,0.16,0
NiCaO3,0.58,rhombohedral,0.34,0
NiCdO3,0.60,orthorhombic,0.38,0
NiCeO3,0.60,orthorhombic,0.28,0
NiCrO3,0.76,cubic,0.69,0
NiCuO3,0.68,cubic,0.97,0
NiDyO3,0.59,orthorhombic,0.29,0
NiErO3,0.61,orthorhombic,0.29,0
NiEuO3,0.57,rhombohedral,0.31,0
NiFeO3,0.74,cubic,0.90,0
NiGaO3,0.70,cubic,1.07,0
NiGdO3,0.60,orthorhombic,0.30,0
NiGeO3,0.77,cubic,0.97,0
NiHfO3,0.70,cubic,1.06,0
NiHgO3,0.56,orthorhombic,0.35,0
NiHoO3,0.61,orthorhombic,0.29,0
NiIrO3,0.73,cubic,0.95,0
NiLaO3,0.58,orthorhombic,0.26,0
NiLiO3,0.65,cubic,1.45,0
NiMgO3,0.66,cubic,1.36,0
NiMnO3,0.77,cubic,1.01,0
NiMoO3,0.72,cubic,0.74,0
NiNaO3,0.58,cubic,1.99,0
NiNbO3,0.71,cubic,0.78,0
NiNdO3,0.59,orthorhombic,0.36,0
NiPaO3,0.61,cubic,0.73,0
NiPbO3,0.68,orthorhombic,0.11,0
NiPdO3,0.73,cubic,0.81,0
NiPmO3,0.59,orthorhombic,0.31,0
NiPrO3,0.60,orthorhombic,0.28,0
NiPtO3,0.68,cubic,-0.73,0
NiPuO3,0.63,orthorhombic,0.10,0
NiReO3,0.73,cubic,0.78,0
NiRhO3,0.74,cubic,0.89,0
NiRuO3,0.73,cubic,0.86,0
NiSbO3,0.74,cubic,0.92,0
NiSiO3,0.82,cubic,0.91,0
NiSmO3,0.59,orthorhombic,0.31,0
NiSnO3,0.71,cubic,1.09,0
NiSrO3,0.54,orthorhombic,0.32,0
NiTaO3,0.71,cubic,0.74,0
NiTbO3,0.63,orthorhombic,0.29,0
NiTeO3,0.62,cubic,1.06,0
NiTiO3,0.74,cubic,0.92,0
NiTlO3,0.54,orthorhombic,0.29,0
NiTmO3,0.59,orthorhombic,0.29,0
NiVO3,0.75,cubic,0.84,0
NiWO3,0.72,cubic,1.68,0
NiYO3,0.61,orthorhombic,0.30,0
NiYbO3,0.60,orthorhombic,0.11,0
NiZnO3,0.66,cubic,1.22,0
NiZrO3,0.70,cubic,1.13,0
NpAcO3,0.67,cubic,1.11,0
NpAgO3,0.72,cubic,0.71,0
NpAlO3,0.87,rhombohedral,-0.13,0
NpAsO3,0.88,cubic,0.62,0
NpAuO3,0.72,cubic,0.82,0
NpBO3,1.02,cubic,0.70,0
NpBaO3,0.61,orthorhombic,0.32,0
NpBeO3,0.91,orthorhombic,0.38,0
NpBiO3,0.73,cubic,0.97,0
NpCaO3,0.70,cubic,1.92,0
NpCdO3,0.72,cubic,0.91,0
NpCeO3,0.72,cubic,0.94,0
NpCoO3,0.83,cubic,0.41,0
NpCrO3,0.85,orthorhombic,-0.03,0
NpCuO3,0.81,rhombohedral,0.38,0
NpDyO3,0.70,cubic,0.53,0
NpErO3,0.74,orthorhombic,-0.01,1
NpEuO3,0.68,cubic,1.21,0
NpFeO3,0.82,orthorhombic,0.09,0
NpGaO3,0.84,orthorhombic,0.07,0
NpGdO3,0.72,cubic,0.61,0
NpGeO3,0.83,orthorhombic,0.31,0
NpHfO3,0.80,orthorhombic,0.11,0
NpHgO3,0.67,cubic,1.00,0
NpHoO3,0.73,rhombohedral,0.09,0
NpInO3,0.77,orthorhombic,0.15,0
NpIrO3,0.83,cubic,0.74,0
NpKO3,0.60,orthorhombic,0.27,0
NpLaO3,0.69,cubic,0.91,0
NpLiO3,0.78,cubic,0.60,0
NpLuO3,0.75,orthorhombic,-0.03,0
NpMgO3,0.80,orthorhombic,0.13,0
NpMnO3,0.84,rhombohedral,0.20,0
NpMoO3,0.84,orthorhombic,0.30,0
NpNaO3,0.70,orthorhombic,0.23,0
NpNbO3,0.81,orthorhombic,0.19,0
NpNdO3,0.71,cubic,0.81,0
NpNiO3,0.85,orthorhombic,0.10,0
NpOsO3,0.86,cubic,0.73,0
NpPaO3,0.73,cubic,0.60,0
NpPbO3,0.70,cubic,1.09,0
NpPdO3,0.78,cubic,0.60,0
NpPmO3,0.71,cubic,0.75,0
NpPrO3,0.73,cubic,0.87,0
NpPtO3,0.82,cubic,0.72,0
NpPuO3,0.76,cubic,0.76,0
NpRbO3,0.57,orthorhombic,0.37,0
NpReO3,0.86,cubic,0.69,0
NpRhO3,0.84,cubic,0.53,0
NpRuO3,0.84,cubic,0.54,0
NpSbO3,0.81,cubic,0.82,0
NpScO3,0.78,orthorhombic,-0.07,0
NpSiO3,0.94,tetragonal,0.45,0
NpSmO3,0.71,cubic,0.71,0
NpSnO3,0.81,cubic,0.67,0
NpSrO3,0.65,cubic,1.46,0
NpTaO3,0.81,rhombohedral,0.21,0
NpTbO3,0.75,cubic,0.57,0
NpTcO3,0.84,orthorhombic,0.28,0
NpTeO3,0.78,cubic,1.01,0
NpThO3,0.72,cubic,0.74,0
NpTiO3,0.80,orthorhombic,-0.05,0
NpTlO3,0.65,orthorhombic,0.40,0
NpTmO3,0.71,orthorhombic,-0.02,1
NpUO3,0.75,cubic,0.71,0
NpVO3,0.83,orthorhombic,-0.03,0
NpWO3,0.83,cubic,0.56,0
NpYO3,0.73,cubic,0.53,0
NpYbO3,0.72,cubic,1.02,0
NpZnO3,0.79,cubic,0.60,0
NpZrO3,0.80,orthorhombic,0.07,0
OsAcO3,0.55,orthorhombic,0.35,0
OsAgO3,0.59,orthorhombic,0.37,0
OsAlO3,0.72,cubic,1.21,0
OsAsO3,0.73,cubic,1.49,0
OsAuO3,0.60,cubic,2.01,0
OsBO3,0.84,cubic,1.77,0
OsBaO3,0.50,cubic,0.07,0
OsBeO3,0.75,cubic,1.30,0
OsBiO3,0.60,cubic,1.72,0
OsCdO3,0.59,cubic,2.06,0
OsCeO3,0.59,cubic,2.14,0
OsCoO3,0.69,cubic,1.40,0
OsCrO3,0.70,cubic,1.36,0
OsCsO3,0.45,orthorhombic,0.04,0
OsCuO3,0.67,cubic,1.50,0
OsDyO3,0.58,cubic,1.88,0
OsErO3,0.61,cubic,1.83,0
OsEuO3,0.56,cubic,0.26,0
OsFeO3,0.67,cubic,1.34,0
OsGaO3,0.69,cubic,1.38,0
OsGdO3,0.59,cubic,1.96,0
OsGeO3,0.69,cubic,1.35,0
OsHfO3,0.66,cubic,1.39,0
OsHgO3,0.55,cubic,2.14,0
OsHoO3,0.60,cubic,1.85,0
OsInO3,0.63,cubic,1.70,0
OsIrO3,0.69,cubic,1.57,0
OsKO3,0.50,cubic,0.13,0
OsLaO3,0.57,cubic,2.19,0
OsLiO3,0.64,orthorhombic,0.30,0
OsLuO3,0.61,cubic,1.74,0
OsMgO3,0.66,cubic,1.63,0
OsMnO3,0.69,cubic,1.33,0
OsMoO3,0.69,cubic,1.37,0
OsNaO3,0.57,cubic,0.21,0
OsNbO3,0.67,cubic,1.38,0
OsNdO3,0.58,cubic,2.12,0
OsNiO3,0.70,cubic,1.50,0
OsNpO3,0.61,cubic,1.76,0
OsPaO3,0.60,cubic,1.27,0
OsPbO3,0.58,cubic,0.26,0
OsPdO3,0.65,cubic,1.66,0
OsPmO3,0.59,cubic,2.04,0
OsPrO3,0.60,cubic,2.15,0
OsPtO3,0.67,cubic,1.71,0
OsPuO3,0.62,cubic,1.80,0
OsRbO3,0.47,cubic,0.10,0
OsReO3,0.71,cubic,1.51,0
OsRhO3,0.69,cubic,1.48,0
OsRuO3,0.69,cubic,1.40,0
OsSbO3,0.67,cubic,1.46,0
OsScO3,0.65,cubic,1.56,0
OsSiO3,0.78,cubic,1.48,0
OsSmO3,0.59,cubic,2.04,0
OsSnO3,0.67,cubic,1.43,0
OsSrO3,0.54,cubic,0.14,0
OsTaO3,0.67,cubic,1.38,0
OsTbO3,0.62,cubic,1.91,0
OsTcO3,0.70,cubic,1.35,0
OsTeO3,0.64,cubic,1.55,0
OsThO3,0.59,cubic,1.91,0
OsTiO3,0.66,cubic,1.26,0
OsTlO3,0.53,cubic,0.18,0
OsTmO3,0.59,cubic,1.79,0
OsUO3,0.62,cubic,1.52,0
OsVO3,0.68,cubic,1.29,0
OsWO3,0.69,cubic,1.53,0
OsYO3,0.60,cubic,1.89,0
OsYbO3,0.59,cubic,0.29,0
OsZnO3,0.65,cubic,1.70,0
OsZrO3,0.66,cubic,1.46,0
PaAcO3,0.66,cubic,1.54,0
PaAgO3,0.71,orthorhombic,0.26,0
PaAlO3,0.86,orthorhombic,0.19,0
PaAsO3,0.87,cubic,1.07,0
PaAuO3,0.71,orthorhombic,0.03,0
PaBO3,1.00,cubic,1.10,0
PaBaO3,0.60,orthorhombic,0.34,0
PaBeO3,0.90,orthorhombic,0.24,0
PaBiO3,0.72,cubic,1.43,0
PaCaO3,0.69,cubic,1.36,0
PaCdO3,0.71,orthorhombic,0.07,0
PaCeO3,0.71,cubic,1.36,0
PaCoO3,0.82,cubic,0.56,0
PaCrO3,0.84,cubic,0.48,0
PaCuO3,0.80,orthorhombic,0.13,0
PaDyO3,0.70,cubic,0.94,0
PaErO3,0.73,cubic,0.87,0
PaEuO3,0.67,orthorhombic,0.15,0
PaFeO3,0.80,cubic,0.66,0
PaGaO3,0.82,rhombohedral,0.38,0
PaGdO3,0.71,cubic,1.02,0
PaGeO3,0.82,cubic,1.08,0
PaHfO3,0.79,cubic,0.73,0
PaHgO3,0.66,orthorhombic,0.26,0
PaHoO3,0.72,cubic,0.90,0
PaInO3,0.76,cubic,0.97,0
PaIrO3,0.82,cubic,1.14,0
PaKO3,0.60,orthorhombic,0.22,0
PaLaO3,0.68,cubic,1.39,0
PaLiO3,0.77,orthorhombic,0.03,0
PaLuO3,0.74,cubic,0.77,0
PaMgO3,0.79,cubic,0.55,0
PaMnO3,0.82,cubic,0.65,0
PaMoO3,0.82,cubic,0.79,0
PaNaO3,0.69,orthorhombic,0.16,0
PaNbO3,0.80,cubic,0.74,0
PaNdO3,0.70,cubic,1.24,0
PaNiO3,0.84,cubic,0.53,0
PaNpO3,0.74,cubic,0.79,0
PaOsO3,0.85,cubic,1.12,0
PaPbO3,0.70,orthorhombic,0.19,0
PaPdO3,0.77,cubic,1.00,0
PaPmO3,0.70,cubic,1.17,0
PaPrO3,0.72,cubic,1.29,0
PaPtO3,0.80,cubic,1.14,0
PaRbO3,0.57,orthorhombic,0.23,0
PaReO3,0.85,cubic,1.08,0
PaRhO3,0.83,cubic,0.88,0
PaRuO3,0.82,cubic,0.90,0
PaSbO3,0.80,cubic,1.26,0
PaScO3,0.77,cubic,0.55,0
PaSiO3,0.93,cubic,0.98,0
PaSmO3,0.70,cubic,1.13,0
PaSnO3,0.80,cubic,1.13,0
PaSrO3,0.64,tetragonal,0.46,0
PaTaO3,0.80,cubic,0.68,0
PaTbO3,0.74,cubic,0.98,0
PaTcO3,0.83,cubic,0.89,0
PaTeO3,0.77,cubic,1.42,0
PaThO3,0.71,cubic,1.31,0
PaTiO3,0.79,orthorhombic,0.13,0
PaTlO3,0.64,orthorhombic,0.63,0
PaTmO3,0.70,cubic,0.83,0
PaVO3,0.82,cubic,0.50,0
PaWO3,0.82,cubic,0.94,0
PaYO3,0.72,cubic,0.95,0
PaYbO3,0.71,cubic,2.36,0
PaZnO3,0.78,cubic,0.75,0
PaZrO3,0.79,cubic,0.75,0
PbAcO3,0.81,cubic,0.61,0
PbAgO3,0.87,orthorhombic,0.10,0
PbAlO3,1.06,orthorhombic,0.14,0
PbAsO3,1.07,tetragonal,0.17,0
PbAuO3,0.88,orthorhombic,0.16,0
PbBO3,1.24,cubic,1.07,0
PbBaO3,0.74,orthorhombic,0.22,0
PbBeO3,0.90,cubic,0.63,0
PbBiO3,0.89,rhombohedral,0.10,0
PbCaO3,0.85,cubic,0.89,0
PbCdO3,0.87,cubic,0.62,0
PbCeO3,0.90,cubic,0.62,0
PbCoO3,1.07,orthorhombic,0.18,0
PbCrO3,1.06,orthorhombic,0.08,0
PbCsO3,0.67,orthorhombic,0.38,0
PbCuO3,0.99,orthorhombic,0.06,0
PbDyO3,0.86,orthorhombic,0.12,0
PbErO3,0.90,orthorhombic,0.12,0
PbEuO3,0.83,orthorhombic,0.19,0
PbFeO3,1.03,orthorhombic,0.08,0
PbGaO3,1.02,orthorhombic,0.14,0
PbGdO3,0.88,orthorhombic,0.13,0
PbGeO3,1.07,tetragonal,0.15,0
PbHfO3,0.97,orthorhombic,0.01,1
PbHgO3,0.82,orthorhombic,0.10,0
PbHoO3,0.89,orthorhombic,0.12,0
PbInO3,0.93,orthorhombic,0.10,0
PbIrO3,1.01,orthorhombic,0.21,0
PbKO3,0.74,orthorhombic,0.11,0
PbLaO3,0.84,cubic,0.57,0
PbLiO3,0.95,cubic,0.74,0
PbLuO3,0.91,orthorhombic,0.12,0
PbMgO3,0.97,cubic,0.54,0
PbMnO3,1.07,orthorhombic,0.07,0
PbMoO3,1.00,tetragonal,0.14,0
PbNaO3,0.85,orthorhombic,0.34,0
PbNbO3,0.99,orthorhombic,0.13,0
PbNdO3,0.86,cubic,0.57,0
PbNiO3,1.10,orthorhombic,0.00,1
PbNpO3,0.91,orthorhombic,0.12,0
PbOsO3,1.04,orthorhombic,0.15,0
PbPaO3,0.89,orthorhombic,-0.02,1
PbPdO3,1.02,orthorhombic,0.03,0
PbPmO3,0.86,cubic,0.56,0
PbPrO3,0.91,cubic,0.61,0
PbPtO3,0.99,orthorhombic,0.11,0
PbPuO3,0.92,orthorhombic,-0.06,0
PbRbO3,0.70,orthorhombic,0.10,0
PbReO3,1.01,cubic,0.18,0
PbRhO3,1.03,orthorhombic,0.07,0
PbRuO3,1.02,orthorhombic,0.11,0
PbSbO3,0.99,orthorhombic,0.12,0
PbScO3,0.96,orthorhombic,0.12,0
PbSiO3,1.15,tetragonal,0.28,0
PbSmO3,0.87,cubic,0.55,0
PbSnO3,0.98,rhombohedral,0.06,0
PbSrO3,0.79,orthorhombic,0.19,0
PbTaO3,0.99,rhombohedral,0.17,0
PbTbO3,0.95,orthorhombic,0.12,0
PbTcO3,1.03,rhombohedral,0.11,0
PbTeO3,0.86,tetragonal,0.14,0
PbThO3,0.88,orthorhombic,0.17,0
PbTiO3,1.02,tetragonal,-0.02,1
PbTlO3,0.79,orthorhombic,0.11,0
PbTmO3,0.87,orthorhombic,0.12,0
PbUO3,0.90,orthorhombic,0.11,0
PbVO3,1.04,tetragonal,0.03,0
PbWO3,1.00,cubic,0.23,0
PbYO3,0.89,orthorhombic,0.12,0
PbYbO3,0.87,cubic,0.79,0
PbZnO3,0.96,orthorhombic,0.07,0
PbZrO3,0.97,orthorhombic,0.03,0
PdAcO3,0.60,orthorhombic,0.33,0
PdAgO3,0.71,cubic,0.99,0
PdAlO3,0.79,cubic,0.55,0
PdAsO3,0.77,cubic,0.65,0
PdAuO3,0.65,cubic,0.92,0
PdBO3,0.92,cubic,1.18,0
PdBaO3,0.55,rhombohedral,0.23,0
PdBeO3,0.77,cubic,0.76,0
PdBiO3,0.66,cubic,0.75,0
PdCaO3,0.63,rhombohedral,0.38,0
PdCdO3,0.65,cubic,1.28,0
PdCeO3,0.70,orthorhombic,0.35,0
PdCoO3,0.83,cubic,0.72,0
PdCrO3,0.82,cubic,0.55,0
PdCsO3,0.49,orthorhombic,0.19,0
PdCuO3,0.79,cubic,0.72,0
PdDyO3,0.66,cubic,1.03,0
PdErO3,0.67,cubic,0.98,0
PdEuO3,0.65,orthorhombic,0.39,0
PdFeO3,0.75,cubic,0.58,0
PdGaO3,0.76,cubic,0.74,0
PdGdO3,0.65,cubic,1.22,0
PdGeO3,0.83,cubic,0.66,0
PdHfO3,0.76,cubic,0.66,0
PdHgO3,0.60,orthorhombic,0.33,0
PdHoO3,0.66,cubic,0.99,0
PdInO3,0.69,cubic,1.01,0
PdIrO3,0.79,cubic,0.70,0
PdKO3,0.54,orthorhombic,0.24,0
PdLaO3,0.63,orthorhombic,0.33,0
PdLiO3,0.70,cubic,1.13,0
PdLuO3,0.68,cubic,0.92,0
PdMgO3,0.72,cubic,0.92,0
PdMnO3,0.83,cubic,0.57,0
PdMoO3,0.78,orthorhombic,0.41,0
PdNaO3,0.63,cubic,1.77,0
PdNbO3,0.77,orthorhombic,0.35,0
PdNdO3,0.64,cubic,1.25,0
PdNiO3,0.85,cubic,0.69,0
PdNpO3,0.67,cubic,0.92,0
PdOsO3,0.77,orthorhombic,0.31,0
PdPaO3,0.66,tetragonal,-0.05,0
PdPbO3,0.73,orthorhombic,0.27,0
PdPmO3,0.64,orthorhombic,0.33,0
PdPrO3,0.64,orthorhombic,0.36,0
PdPtO3,0.73,cubic,0.83,0
PdPuO3,0.68,cubic,0.74,0
PdRbO3,0.52,cubic,2.14,0
PdReO3,0.79,cubic,0.56,0
PdRhO3,0.80,cubic,0.75,0
PdRuO3,0.79,cubic,0.56,0
PdSbO3,0.77,cubic,0.53,0
PdScO3,0.71,cubic,0.87,0
PdSiO3,0.89,cubic,0.73,0
PdSmO3,0.65,cubic,1.16,0
PdSnO3,0.77,cubic,0.75,0
PdSrO3,0.59,rhombohedral,0.33,0
PdTaO3,0.77,orthorhombic,0.34,0
PdTbO3,0.74,cubic,1.06,0
PdTcO3,0.76,orthorhombic,0.29,0
PdTeO3,0.67,cubic,0.63,0
PdThO3,0.68,cubic,1.06,0
PdTiO3,0.80,cubic,0.56,0
PdTlO3,0.67,cubic,1.12,0
PdTmO3,0.67,cubic,0.96,0
PdUO3,0.70,cubic,0.56,0
PdVO3,0.81,cubic,0.50,0
PdWO3,0.78,cubic,0.55,0
PdYO3,0.66,cubic,1.08,0
PdYbO3,0.67,orthorhombic,0.36,0
PdZnO3,0.71,cubic,0.91,0
PdZrO3,0.75,cubic,0.72,0
PmAcO3,0.71,cubic,1.30,0
PmAgO3,0.77,orthorhombic,0.03,0
PmAlO3,0.93,orthorhombic,-0.06,0
PmAsO3,0.94,cubic,0.53,0
PmAuO3,0.77,cubic,0.55,0
PmBO3,1.08,cubic,0.69,0
PmBaO3,0.65,orthorhombic,0.29,0
PmBeO3,0.98,cubic,0.30,0
PmBiO3,0.78,cubic,0.89,0
PmCaO3,0.75,cubic,0.83,0
PmCdO3,0.77,cubic,0.60,0
PmCeO3,0.77,cubic,1.12,0
PmCoO3,0.89,orthorhombic,-0.01,1
PmCrO3,0.91,orthorhombic,-0.06,0
PmCsO3,0.58,orthorhombic,0.53,0
PmCuO3,0.87,orthorhombic,-0.04,0
PmDyO3,0.75,cubic,0.71,0
PmErO3,0.79,cubic,0.64,0
PmEuO3,0.73,cubic,0.91,0
PmFeO3,0.87,orthorhombic,-0.06,0
PmGaO3,0.89,orthorhombic,-0.02,1
PmGdO3,0.77,cubic,0.79,0
PmGeO3,0.89,orthorhombic,0.16,0
PmHfO3,0.85,orthorhombic,0.16,0
PmHgO3,0.72,cubic,0.69,0
PmHoO3,0.78,cubic,0.67,0
PmInO3,0.82,orthorhombic,0.02,1
PmIrO3,0.89,cubic,0.55,0
PmKO3,0.65,cubic,1.54,0
PmLaO3,0.74,cubic,1.10,0
PmLiO3,0.83,orthorhombic,0.29,0
PmLuO3,0.80,cubic,0.53,0
